AD_HP数据：
('96e0b823-0c91-4a05-9c7e-3bae2383c510', 'ZBLF', '临汾/尧都')
('4ddb3868-81e1-4ac5-8795-700bca95894e', '17', '168', 'N362934.38', 'E1092734.94')
('4ddb3868-81e1-4ac5-8795-700bca95894e', '35', '348', 'N362800.52', 'E1092806.71')
('4dfe37ac-8055-4be9-958e-927a2b452eee', '13', '134', 'N391357', 'E1013221')
('4dfe37ac-8055-4be9-958e-927a2b452eee', '31', '314', 'N391304', 'E1013334')
('50614ac9-cb5c-42f8-b8c6-061ae188f3cf', '14', '142', 'N354845.58', 'E1073520.03')
('50614ac9-cb5c-42f8-b8c6-061ae188f3cf', '32', '322', 'N354736.42', 'E1073632.29')
('50ef4919-298d-4e6b-96b5-67914d25bcf7', '09', '091', 'N425252.18', 'E1292608.2')
('50ef4919-298d-4e6b-96b5-67914d25bcf7', '27', '271', 'N425304.26', 'E1292801.58')
('514399a0-5d62-469b-977b-0da8f95eddd6', '07', '071', 'N435409.16', 'E0872709.69')
('514399a0-5d62-469b-977b-0da8f95eddd6', '25', '251', 'N435442.14', 'E0872944.52')
('515d0868-e519-4405-a127-6d839c118d71', '01L', '015', 'N301936.715', 'E1150134.910')
('515d0868-e519-4405-a127-6d839c118d71', '19R', '195', 'N302131.851', 'E1150158.295')
('520aa5f2-6f17-4623-b056-d785f7186491', '17', '176', 'N275826.56', 'E1062601.77')
('520aa5f2-6f17-4623-b056-d785f7186491', '35', '356', 'N275702.74875', 'E1062613.39363')
('5303e03d-a38b-427a-bfee-aac4f66fe994', '17', '173', 'N323451.3', 'E1194253.7')
('5303e03d-a38b-427a-bfee-aac4f66fe994', '35', '353', 'N323310.2', 'E1194321.6')
('540dd4ba-d9dc-4918-a3f2-96ae54d9c94d', '05', '046', 'N420222.04', 'E1254329.58')
('540dd4ba-d9dc-4918-a3f2-96ae54d9c94d', '23', '226', 'N420321.51', 'E1254429.88')
('543ec3dd-b888-4acb-b15c-0e1f37a777de', '04', '045', 'N282910.7989', 'E1093039.1082')
('543ec3dd-b888-4acb-b15c-0e1f37a777de', '22', '225', 'N283014.2468', 'E1093142.1889')
('5563092d-9cd3-4e1e-9fe1-671660e0f554', '04', '037', 'N222525.5', 'E1100647.2')
('5563092d-9cd3-4e1e-9fe1-671660e0f554', '22', '217', 'N222635.0', 'E1100738.9')
('55b6bedc-443d-4bec-93d1-56214f3f9623', '17', '170', 'N362215.61', 'E1200418.02')
('55b6bedc-443d-4bec-93d1-56214f3f9623', '35', '350', 'N362024.32', 'E1200501.8')
('5826d442-7832-459b-aa1b-712eb1d84b55', '03', '027', 'N274127.30', 'E1175943.45')
('5826d442-7832-459b-aa1b-712eb1d84b55', '21', '207', 'N274238.73', 'E1180018.62')
('5832f3bb-30e6-4d4c-bb0b-8212e1299c30', '13', '130', 'N304446.5', 'E1174041.3')
('5832f3bb-30e6-4d4c-bb0b-8212e1299c30', '31', '310', 'N304400.3', 'E1174153.9')
('58e8fc4c-091d-4b69-a7da-9c6b70048075', '09', '085', 'N351726.06', 'E1161953.18')
('58e8fc4c-091d-4b69-a7da-9c6b70048075', '27', '265', 'N351742.48', 'E1162142.21')
('591f280f-2f42-4593-bbc7-304bbbe86c96', '12', '115', 'N474518.39', 'E0880417.49')
('591f280f-2f42-4593-bbc7-304bbbe86c96', '30', '295', 'N474435.01', 'E0880615.52')
('5b26e8f1-a3fb-45d5-80fc-5ea5ae44bac1', '09L', '089', 'N291754.13', 'E0905558.11')
('5b26e8f1-a3fb-45d5-80fc-5ea5ae44bac1', '27R', '269', 'N291751.94', 'E0905330.00')
('5c174277-d582-4a82-9797-371a16f271f8', '04', '043', 'N332506.45', 'E1201145.03')
('5c174277-d582-4a82-9797-371a16f271f8', '22', '223', 'N332617.53', 'E1201252.57')
('5c7cb19f-d626-43f1-b1fe-85139694fdce', '05R', '052', 'N342515.52', 'E1084503.77')
('5c7cb19f-d626-43f1-b1fe-85139694fdce', '23L', '232', 'N342636.69', 'E1084655.80')
('5d32408f-b349-40b4-90fe-bf93d3677267', '11L', '109', 'N393100.07', 'E1162552.37')
('5d32408f-b349-40b4-90fe-bf93d3677267', '29R', '289', 'N393032.21', 'E1162827.33')
('5db3b55d-6a3c-4338-81d9-9488cc0bdfe3', '12R', '116', 'N343130.64', 'E1134926.46')
('5db3b55d-6a3c-4338-81d9-9488cc0bdfe3', '30L', '296', 'N343048.70', 'E1135129.77')
('5dee4e57-5800-42d1-8ab4-3d36a1491c8f', '02', '026', 'N433236.77', 'E1221138.85')
('5dee4e57-5800-42d1-8ab4-3d36a1491c8f', '20', '206', 'N433400.59', 'E1221213.27')
('5e5e5ddc-dcb4-474b-82ca-cfd76d9f8240', '10', '091', 'N195713.41', 'E1102653.94')
('5e5e5ddc-dcb4-474b-82ca-cfd76d9f8240', '28', '271', 'N195713.79', 'E1102857.75')
('5e91fd47-f9b7-4112-a9ea-ca417df20cb3', '17R', '179', 'N393101.47', 'E1162314.42')
('5e91fd47-f9b7-4112-a9ea-ca417df20cb3', '35L', '359', 'N392859.16', 'E1162333.73')
('5ef2a486-150e-4bea-abc4-8316c9b0b425', '15', '148', 'N525523.9765', 'E1222445.4656')
('5ef2a486-150e-4bea-abc4-8316c9b0b425', '33', '328', 'N525419.7843', 'E1222631.1831')
('6101160b-b1b9-40fb-bdf2-316a11110aad', '10', '103', 'N343345.57', 'E1055043.46')
('6101160b-b1b9-40fb-bdf2-316a11110aad', '28', '283', 'N343327.59', 'E1055231.14')
('611867de-146a-46d9-99e7-5d48ed72b929', '13', '131', 'N374519.68', 'E1123651.03')
('611867de-146a-46d9-99e7-5d48ed72b929', '31', '311', 'N374409.41', 'E1123848.45')
('63bc2142-bfe8-456e-9ed2-c723df445994', '18', '179', 'N295643.90', 'E1222139.99')
('63bc2142-bfe8-456e-9ed2-c723df445994', '36', '359', 'N295523.04', 'E1222148.42')
('659af1df-d027-4932-bd51-faf9600110b4', '16', '155', 'N223916.1', 'E1134705.5')
('659af1df-d027-4932-bd51-faf9600110b4', '34', '335', 'N223726.0', 'E1134805.9')
('65cd233a-c1b2-4582-8932-f85c84d8a38b', '16', '156', 'N234455.71', 'E1000109.89')
('65cd233a-c1b2-4582-8932-f85c84d8a38b', '34', '336', 'N234345.34', 'E1000146.40')
('66630f5f-28b1-4dfc-acae-3c790e23fd90', '01', '012', 'N301835.42', 'E1092859.70')
('66630f5f-28b1-4dfc-acae-3c790e23fd90', '19', '192', 'N301958.80', 'E1092914.91')
('6794ffa0-0803-4936-9dd3-48f1aec02dac', '16', '164', 'N292005.78', 'E1000315.13')
('6794ffa0-0803-4936-9dd3-48f1aec02dac', '34', '344', 'N291755.06', 'E1000359.26')
('6820a2db-e914-4578-b2d0-051bec7c9bb6', '09', '090', 'N362359.18447', 'E0944534.28047')
('6820a2db-e914-4578-b2d0-051bec7c9bb6', '27', '270', 'N362400.99528', 'E0944846.81185')
('68695295-bfc4-4ee1-9f1f-958de03021da', '14', '136', 'N461230.25', 'E1215906.19')
('68695295-bfc4-4ee1-9f1f-958de03021da', '32', '316', 'N461141.28', 'E1220044.85')
('689a639e-5779-48ba-ac91-6b1b4774a43a', '12L', '116', 'N343222.31', 'E1135026.03')
('689a639e-5779-48ba-ac91-6b1b4774a43a', '30R', '296', 'N343137.89', 'E1135236.60')
('69f236ea-95e5-4ff8-8302-721da8c1872e', '08', '082', 'N393229.10', 'E0760005.2')
('69f236ea-95e5-4ff8-8302-721da8c1872e', '26', '262', 'N393236.33', 'E0760218.86')
('6a82ebcf-4655-49f9-8532-bd7a21088030', '13', '129', 'N295004.89', 'E1212653.24')
('6a82ebcf-4655-49f9-8532-bd7a21088030', '31', '309', 'N294907.91', 'E1212832.92')
('6ab8a6ab-4e14-4db9-be6e-93d0e510f5f4', '07', '064', 'N314248.64', 'E1185053.22')
('6ab8a6ab-4e14-4db9-be6e-93d0e510f5f4', '25', '244', 'N314350.57', 'E1185249.18')
('6b32a68a-82fb-4dd8-ae02-ce0241db192e', '12', '125', 'N302827.24', 'E1053620.82')
('6b32a68a-82fb-4dd8-ae02-ce0241db192e', '30', '305', 'N302805.9', 'E1053657.94')
('6ce634c0-4a80-4f3b-bc04-cc7b8ca48fc8', '13', '127', 'N305715.68', 'E1041913.01')
('6ce634c0-4a80-4f3b-bc04-cc7b8ca48fc8', '31', '307', 'N305633.51', 'E1042019.92')
('6dfdb5b0-77bf-4aaf-8643-f3fd6430b2d7', '06', '057', 'N435703.27', 'E0811902.87')
('6dfdb5b0-77bf-4aaf-8643-f3fd6430b2d7', '24', '237', 'N435740.58', 'E0812037.3')
('6e1723fe-81c4-4ae7-a119-686d871b2a72', '07', '066', 'N255053.25', 'E1144600.98')
('6e1723fe-81c4-4ae7-a119-686d871b2a72', '25', '246', 'N255131.53', 'E1144724.21')
('6f6ba1ef-fa04-4a44-8f4c-abd895a4b361', '18', '183', 'N373107.45', 'E1184719.11')
('6f6ba1ef-fa04-4a44-8f4c-abd895a4b361', '36', '003', 'N372910.81', 'E1184726.35')
('6fa44933-5eda-42fc-be55-8462025c2d82', '17', '175', 'N360843.60', 'E1113818.33')
('6fa44933-5eda-42fc-be55-8462025c2d82', '35', '355', 'N360720.53', 'E1113836.40')
('7106c660-650e-4ea5-b2eb-83ec0cbceff4', '08', '083', 'N471826.52', 'E1195348.10')
('7106c660-650e-4ea5-b2eb-83ec0cbceff4', '26', '263', 'N471849.70', 'E1195537.15')
('716d9316-6ee9-4621-9833-863f482b119e', '05', '050', 'N373854.85', 'E1205755.97')
('716d9316-6ee9-4621-9833-863f482b119e', '23', '230', 'N374016.47', 'E1205929.27')
('746c15a6-bdcd-40d6-9f05-82ee4d3f171c', '12', '119', 'N464043.99', 'E0831941.96')
('746c15a6-bdcd-40d6-9f05-82ee4d3f171c', '30', '299', 'N463953.66', 'E0832131.66')
('759a29c5-bf00-4609-b5e6-844c48e31bd7', '09', '095', 'N491217.02', 'E1194832.80')
('759a29c5-bf00-4609-b5e6-844c48e31bd7', '27', '275', 'N491226.57', 'E1195050.05')
('75d2f185-de79-4b0c-b636-6b20398e6dc5', '03', '032', 'N275344.77', 'E1205040.17')
('75d2f185-de79-4b0c-b636-6b20398e6dc5', '21', '212', 'N275516.37', 'E1205135.50')
('78b97289-fd4e-4aac-828f-c11111e4b845', '18', '179', 'N360531.59', 'E1061254.99')
('78b97289-fd4e-4aac-828f-c11111e4b845', '36', '359', 'N360401.00', 'E1061303.22')
('793883ee-2eb4-460f-bd66-53ebb9750f40', '11', '113', 'N452925.65', 'E1192322.65')
('793883ee-2eb4-460f-bd66-53ebb9750f40', '29', '293', 'N452903.44', 'E1192522.91')
('796d81a4-aa22-4ae4-ba9a-02b453e90720', '03', '034', 'N244713.40', 'E1183457.82')
('796d81a4-aa22-4ae4-ba9a-02b453e90720', '21', '214', 'N244826.29', 'E1183544.72')
('7a80e87b-e5f7-47a7-86e9-32acac3b4bbc', '05', '048', 'N223554.95', 'E1080950.89')
('7a80e87b-e5f7-47a7-86e9-32acac3b4bbc', '23', '228', 'N223706.14', 'E1081112.60')
('7b0b4591-4519-4344-93dc-4aa161eba279', '06', '058', 'N435912.99', 'E1254012.13')
('7b0b4591-4519-4344-93dc-4aa161eba279', '24', '238', 'N440020.62', 'E1254200.98')
('7bb0f630-34f6-4495-b9d0-5f01cfbcd1f6', '01', '000', '', '')
('7bb0f630-34f6-4495-b9d0-5f01cfbcd1f6', '19', '000', '', '')
('7c92e780-8d5c-4c69-95a4-46df084e2bc6', '07', '069', 'N301319.64', 'E1202503.93')
('7c92e780-8d5c-4c69-95a4-46df084e2bc6', '25', '249', 'N301412.82', 'E1202703.83')
('7cb87de0-cc9f-4033-ba57-698d5ffe1764', '06', '062', 'N261902.3', 'E1090825.14')
('7cb87de0-cc9f-4033-ba57-698d5ffe1764', '24', '242', 'N261937.50', 'E1090934.18')
('7ceca86a-cb97-436a-83bb-43f479c7752a', '18', '184', 'N291928.21', 'E1131654.19')
('7ceca86a-cb97-436a-83bb-43f479c7752a', '36', '004', 'N291803.77', 'E1131654.78')
('7e3a6e9d-1fb7-4b84-b27f-b01ac0cd6de4', '03', '031', 'N283308.27', 'E1212523.92')
('7e3a6e9d-1fb7-4b84-b27f-b01ac0cd6de4', '21', '211', 'N283421.75', 'E1212603.11')
('7ebd6001-1e57-43e8-abc6-df7b47edb1ba', '09', '092', 'N195605.05', 'E1102630.11')
('7ebd6001-1e57-43e8-abc6-df7b47edb1ba', '27', '272', 'N195605.43', 'E1102833.90')
('7ec312ca-1c80-463c-a47b-447540b1fdb9', '04', '036', 'N443051.3', 'E1293342.7')
('7ec312ca-1c80-463c-a47b-447540b1fdb9', '22', '216', 'N443207.0', 'E1293434.4')
('80ccd2a3-278d-4b15-a098-4c8f244b963a', '02', '018', 'N263951.07', 'E1001425.89')
('80ccd2a3-278d-4b15-a098-4c8f244b963a', '20', '198', 'N264124.27', 'E1001457.61')
('8165f7c7-7855-45eb-b145-28bfdf641f1b', '17L', '168', 'N310940.45604', 'E1214709.47975')
('8165f7c7-7855-45eb-b145-28bfdf641f1b', '35R', '348', 'N310736.93409', 'E1214756.14246')
('82c7933e-bf35-43e9-935e-3b66b61477cc', '02', '024', 'N291947.36233', 'E1200136.09240')
('82c7933e-bf35-43e9-935e-3b66b61477cc', '20', '204', 'N292119.88504', 'E1200210.96230')
('83b04f4f-fe6f-4c86-90da-5678b8f844ea', '02', '020', 'N233253.02', 'E1041917.78')
('83b04f4f-fe6f-4c86-90da-5678b8f844ea', '20', '200', 'N233406.76', 'E1041945.53')
('83d09b2f-05aa-4cf8-bf3a-fb219a377a82', '02', '018', 'N325019.00', 'E1034037.89')
('83d09b2f-05aa-4cf8-bf3a-fb219a377a82', '20', '198', 'N325204.1', 'E1034113.59')
('86526a1f-c5dc-4d6f-bd63-46203b706333', '18R', '181', 'N281222.36', 'E1131307.35')
('86526a1f-c5dc-4d6f-bd63-46203b706333', '36L', '001', 'N281038.56', 'E1131313.76')
('872fed10-c31f-47f0-bc91-07d9d563ebd2', '13', '134', 'N403402.12', 'E1095907.92')
('872fed10-c31f-47f0-bc91-07d9d563ebd2', '31', '314', 'N403305.39', 'E1100040.84')
('88f004e0-1bba-46d2-badb-c3cdd68ade34', '15', '153', 'N381737.25', 'E1144112.11')
('88f004e0-1bba-46d2-badb-c3cdd68ade34', '33', '333', 'N381604.4', 'E1144227.57')
('89c99bb7-efc5-4aec-842b-d979f38f8029', '02', '021', 'N475120.23', 'E1224556.24')
('89c99bb7-efc5-4aec-842b-d979f38f8029', '20', '201', 'N475239.69', 'E1224619.21')
('8b3284a5-3596-49e7-b453-fd8687b1f6ad', '04', '042', 'N292802.35', 'E1154733.46')
('8b3284a5-3596-49e7-b453-fd8687b1f6ad', '22', '222', 'N292913.66', 'E1154837.98')
('8bfbf3ed-68bd-4e4a-99f2-528bd50b87b0', '07', '069', 'N323207.83', 'E1140358.24')
('8bfbf3ed-68bd-4e4a-99f2-528bd50b87b0', '25', '249', 'N323245.99', 'E1140531.43')
('8d4b48ca-1ee7-4ddf-a841-7b351b7b214a', '03', '033', 'N342406.3', 'E1191018.1')
('8d4b48ca-1ee7-4ddf-a841-7b351b7b214a', '21', '213', 'N342527.6', 'E1191107.1')
('8f868df6-6467-4091-81c6-1c4b2f45fded', '02', '023', 'N410540.65', 'E1225059.88')
('8f868df6-6467-4091-81c6-1c4b2f45fded', '20', '203', 'N410702.45', 'E1225127.15')
('8fd99281-b5bb-403d-b7de-495dd5e5c74f', '02L', '016', 'N232232.27', 'E1131819.17')
('8fd99281-b5bb-403d-b7de-495dd5e5c74f', '20R', '196', 'N232432.12', 'E1131851.54')
('909b2008-fc21-4ef8-955e-b7cf757d05ae', '04', '041', 'N334655.6', 'E1190702.9')
('909b2008-fc21-4ef8-955e-b7cf757d05ae', '22', '221', 'N334809.3', 'E1190806.6')
('93e45953-7ab1-4245-8eea-50806d0e5571', '02R', '019', 'N294216.91', 'E1063826.40')
('93e45953-7ab1-4245-8eea-50806d0e5571', '20L', '199', 'N294408.87', 'E1063905.08')
('94a97889-c97e-46d1-91f2-e25c943c3aab', '17', '170', 'N253941.51', 'E1001858.31')
('94a97889-c97e-46d1-91f2-e25c943c3aab', '35', '350', 'N253818.73', 'E1001916.91')
('94b79cc5-5869-42a0-82fa-8697c7eab775', '18', '175', 'N224817.70', 'E1005729.39')
('94b79cc5-5869-42a0-82fa-8697c7eab775', '36', '355', 'N224656.77', 'E1005737.26')
('94b89431-d949-46b9-a4f3-99db747dcf42', '04', '040', 'N272611.99', 'E1094156.89')
('94b89431-d949-46b9-a4f3-99db747dcf42', '22', '220', 'N272719.62', 'E1094253.61')
('94f95478-482c-491c-bb90-3834cbfcb0c5', '12', '117', 'N314550.56', 'E0993217.08')
('94f95478-482c-491c-bb90-3834cbfcb0c5', '30', '297', 'N314453.65', 'E0993433.60')
('950491f1-885b-49f0-afcd-ef7875fc9c33', '07', '073', 'N370715.6916', 'E0971509.6705')
('950491f1-885b-49f0-afcd-ef7875fc9c33', '25', '253', 'N370745.7615', 'E0971705.1971')
('968ad804-670a-47d8-abf9-248bb608d108', '02R', '024', 'N303110.24', 'E1035612.02')
('968ad804-670a-47d8-abf9-248bb608d108', '20L', '204', 'N303258.67', 'E1035702.47')
('986d2ee6-8250-4bdc-81fb-efaba8ba7ee2', '09', '090', 'N373421.76', 'E1050820.35')
('986d2ee6-8250-4bdc-81fb-efaba8ba7ee2', '27', '270', 'N373425.30', 'E1051014.34')
('988af622-acf0-4bb7-ab97-4aeb37834aa6', '09', '090', 'N340329.42', 'E1173217.06')
('988af622-acf0-4bb7-ab97-4aeb37834aa6', '27', '270', 'N340338.07', 'E1173429.24')
('98b59fcf-39f5-4575-b9cd-75dcb39f365d', '17', '169', 'N313818.34', 'E1102010.41')
('98b59fcf-39f5-4575-b9cd-75dcb39f365d', '35', '349', 'N313650.30', 'E1102036.73')
('98bfcfa2-220b-44c5-95c6-d6c571ebddbe', '11', '105', 'N324234.88', 'E1085522.59')
('98bfcfa2-220b-44c5-95c6-d6c571ebddbe', '29', '285', 'N324223.29', 'E1085621.92')
('98c2bb38-7eac-4bf7-9215-7db4c7333c33', '12', '117', 'N410732.74', 'E1180338.48')
('98c2bb38-7eac-4bf7-9215-7db4c7333c33', '30', '297', 'N410701.31', 'E1180531.07')
('9958742e-1bf7-4749-bf95-ed19793b7d54', '01', '011', 'N213131.36', 'E1091726.85')
('9958742e-1bf7-4749-bf95-ed19793b7d54', '19', '191', 'N213313.42', 'E1091748.47')
('9a3f5013-e779-434e-8f6c-229090055808', '08', '076', 'N261526.12235', 'E1055135.30033')
('9a3f5013-e779-434e-8f6c-229090055808', '26', '256', 'N261550.19803', 'E1055312.58533')
('9af85cca-5f38-4291-bd50-81fa8be718b6', '02', '021', 'N310718.41', 'E1072533.85')
('9af85cca-5f38-4291-bd50-81fa8be718b6', '20', '201', 'N310820.10', 'E1072557.43')
('9b336bda-ede2-47aa-add1-d640bcc8afd1', '13', '132', 'N294427.25', 'E1181444.08')
('9b336bda-ede2-47aa-add1-d640bcc8afd1', '31', '312', 'N294335.31', 'E1181600.41')
('9b7811f3-d35f-4b2f-9592-0a23632914e5', '18', '176', 'N262101.92', 'E1113631.22')
('9b7811f3-d35f-4b2f-9592-0a23632914e5', '36', '356', 'N261937.90', 'E1113641.02')
('9ca2d7dd-fbd3-4d74-8563-bca7799c6bf9', '07', '073', 'N314401.83', 'E1063747.83')
('9ca2d7dd-fbd3-4d74-8563-bca7799c6bf9', '25', '253', 'N314430.31', 'E1063920.81')
('9cce65d6-fbf7-4dcc-b30c-7a3e02573a9b', '18', '179', 'N363153.19', 'E1033711.07')
('9cce65d6-fbf7-4dcc-b30c-7a3e02573a9b', '36', '359', 'N362943.62', 'E1033719.17')
('9ec62a85-0ee8-47dc-a34c-378780360e87', '06', '000', '', '')
('9ec62a85-0ee8-47dc-a34c-378780360e87', '24', '000', '', '')
('9ef34943-da62-40c5-b11a-fc455ac55e54', '01', '016', 'N232236.94', 'E1131700.59')
('9ef34943-da62-40c5-b11a-fc455ac55e54', '19', '196', 'N232430.49', 'E1131731.24')
('9f071f48-ad49-4d1a-a9e7-3b221c326f47', '02L', '019', 'N294218.66', 'E1063812.21')
('9f071f48-ad49-4d1a-a9e7-3b221c326f47', '20R', '199', 'N294358.13', 'E1063846.57')
('9f4b51dc-4cc9-4037-b4f9-0221e6fec7ab', '18', '175', 'N351330.26', 'E1154402.22')
('9f4b51dc-4cc9-4037-b4f9-0221e6fec7ab', '36', '355', 'N351207.37', 'E1154421.36')
('a103e5a2-4b7d-4891-8a8f-47d515906351', '08', '077', 'N383536.50', 'E1125715.00')
('a103e5a2-4b7d-4891-8a8f-47d515906351', '26', '257', 'N383603.93', 'E1125856.59')
('a106a9b6-02af-433d-8832-aedb615925c3', '12', '115', 'N432543.80', 'E1120424.16')
('a106a9b6-02af-433d-8832-aedb615925c3', '30', '295', 'N432512.40', 'E1120620.93')
('a2827d14-5f1a-49c5-96ae-b4f1b5a56987', '10', '092', 'N195713.414340', 'E1102653.939020')
('a2827d14-5f1a-49c5-96ae-b4f1b5a56987', '28', '272', 'N195713.786840', 'E1102857.747220')
('a388eebb-2c87-433c-b098-87db92543559', '15', '151', 'N320703.73', 'E0800232.42')
('a388eebb-2c87-433c-b098-87db92543559', '33', '331', 'N320454.65', 'E0800352.54')
('a4f62214-2474-412c-ac42-c5c21b45fadf', '01L', '012', 'N263126.30', 'E1064754.30')
('a4f62214-2474-412c-ac42-c5c21b45fadf', '19R', '192', 'N263318.3', 'E1064816.0')
('a52507e6-7624-45be-9eab-204180710313', '01R', '015', 'N301919.612', 'E1150243.655')
('a52507e6-7624-45be-9eab-204180710313', '19L', '195', 'N302114.742', 'E1150307.06')
('a573335f-c43f-4993-abe8-a5ec64e4c8be', '07', '075', 'N290136.67', 'E1052718.18')
('a573335f-c43f-4993-abe8-a5ec64e4c8be', '25', '255', 'N290203.87', 'E1052856.92')
('a6e28718-bc1f-456f-ad91-43503afb22d4', '05', '047', 'N215938.129', 'E1132146.915')
('a6e28718-bc1f-456f-ad91-43503afb22d4', '23', '227', 'N220110.523', 'E1132325.058')
('a775e292-ba4a-4256-a7d4-7df23e7948c0', '04', '039', 'N250522.82', 'E1025550.52')
('a775e292-ba4a-4256-a7d4-7df23e7948c0', '22', '219', 'N250717.39', 'E1025730.25')
('a814e90f-6592-4d0d-9ceb-ec749c4a68c0', '04L', '046', 'N304619.93', 'E1141146.95')
('a814e90f-6592-4d0d-9ceb-ec749c4a68c0', '22R', '226', 'N304742.68', 'E1141311.55')
('aa61fb02-4441-467b-be1b-d530dc5f8d55', '04', '043', 'N385756.92', 'E0875948.94')
('aa61fb02-4441-467b-be1b-d530dc5f8d55', '22', '223', 'N385901.12', 'E0880111.20')
('aa9c9105-e1e7-4914-ab04-e2371d41d086', '15', '145', 'N381243.56', 'E0904944.73')
('aa9c9105-e1e7-4914-ab04-e2371d41d086', '33', '325', 'N381106.8', 'E0905107.42')
('ab08e05e-4208-4aa1-895e-437a7ce6939c', '04', '042', 'N271908.22', 'E1034452.18')
('ab08e05e-4208-4aa1-895e-437a7ce6939c', '22', '222', 'N272011.62', 'E1034554.64')
('ab261df9-809a-46c6-837d-9ef0965ad316', '16R', '168', 'N310932.25150', 'E1214842.30254')
('ab261df9-809a-46c6-837d-9ef0965ad316', '34L', '348', 'N310734.89841', 'E1214926.60135')
('abc9372f-a908-480f-aabf-a8c3efd2270d', '06', '056', 'N413749.73', 'E1232808.64')
('abc9372f-a908-480f-aabf-a8c3efd2270d', '24', '236', 'N413858.36', 'E1232952.32')
('ad044ce9-e4f2-485a-9b26-71419136b361', '13', '130', 'N383301.7', 'E1022005.5')
('ad044ce9-e4f2-485a-9b26-71419136b361', '31', '310', 'N383201.8', 'E1022143.1')
('ad6e3707-425d-4fcb-aa6f-a0455b19b113', '05', '050', 'N273149.35', 'E1004446.53')
('ad6e3707-425d-4fcb-aa6f-a0455b19b113', '23', '230', 'N273301.16', 'E1004620.61')
('ad84096a-c479-47e4-a0bf-309f31f338c1', '12', '125', 'N234335.01', 'E1065700.47')
('ad84096a-c479-47e4-a0bf-309f31f338c1', '30', '305', 'N234249.33', 'E1065813.48')
('af635b64-0f42-4ec7-a2c6-471757c4015f', '04', '043', 'N445517.55', 'E1243236.25')
('af635b64-0f42-4ec7-a2c6-471757c4015f', '22', '223', 'N445625.62', 'E1243338.05')
('af76f9d2-7fd1-4f9e-b915-cbcba73b37c8', '06', '062', 'N481124.64', 'E1342100.98')
('af76f9d2-7fd1-4f9e-b915-cbcba73b37c8', '24', '242', 'N481215.80', 'E1342234.78')
('b01fbb8c-27a5-445c-9213-c57e22002ff1', '08', '079', 'N290600.27', 'E1102550.50')
('b01fbb8c-27a5-445c-9213-c57e22002ff1', '26', '259', 'N290621.09', 'E1102723.70')
('b17be8fb-a7f4-4fd4-a5c2-6815ea11ca75', '12', '120', 'N451753.21', 'E1311023.91')
('b17be8fb-a7f4-4fd4-a5c2-6815ea11ca75', '30', '300', 'N451722.13', 'E1311224.62')
('b1b98f45-882e-4e95-8354-a2d5cf4c349f', '10', '095', 'N282526.6', 'E0921930.88')
('b1b98f45-882e-4e95-8354-a2d5cf4c349f', '28', '275', 'N282515.06', 'E0922215.61')
('b2d032e5-f7c3-4ea4-b6d9-f06b32a39e5d', '04', '044', 'N241519', 'E1160524')
('b2d032e5-f7c3-4ea4-b6d9-f06b32a39e5d', '22', '224', 'N241617.57', 'E1160620.04')
('b3be07b5-deaa-4be0-a9d6-3edbce1fa9c7', '07', '074', 'N330748.1671', 'E1071131.3921')
('b3be07b5-deaa-4be0-a9d6-3edbce1fa9c7', '25', '254', 'N330815.2324', 'E1071302.3092')
('b45a2d6d-9fe7-43c1-a7ab-bb719cc67953', '18L', '179', 'N400522.00', 'E1163541.31')
('b45a2d6d-9fe7-43c1-a7ab-bb719cc67953', '36R', '359', 'N400319.55', 'E1163600.51')
('b5239a46-21dc-4330-bd87-d9a67e04f966', '05', '054', 'N291745.01', 'E0941921.11')
('b5239a46-21dc-4330-bd87-d9a67e04f966', '23', '234', 'N291841.36', 'E0942051.75')
('b717f3d1-3f7b-40bd-8909-0c3fc86dcf39', '16L', '161', 'N390829.2358', 'E1172145.391')
('b717f3d1-3f7b-40bd-8909-0c3fc86dcf39', '34R', '341', 'N390655.6096', 'E1172242.792')
('b8b52869-3b07-4ef1-b4b9-6c8cca9e6ad0', '01R', '012', 'N263124.28', 'E1064807.23')
('b8b52869-3b07-4ef1-b4b9-6c8cca9e6ad0', '19L', '192', 'N263332.29', 'E1064832.12')
('b9ca69e3-4b87-49a6-99d3-9c25177754af', '11', '114', 'N315532.83', 'E1194529.82')
('b9ca69e3-4b87-49a6-99d3-9c25177754af', '29', '294', 'N315454.89', 'E1194731.36')
('ba375651-a22d-4e4e-9ee9-a052da533469', '06', '069', 'N301417.48', 'E1202429.9')
('ba375651-a22d-4e4e-9ee9-a052da533469', '24', '249', 'N301507.71', 'E1202623.15')
('ba7aeb07-5a45-43b6-b5e8-1f0f3a6feb53', '11', '113', 'N304820.50', 'E1082516.82')
('ba7aeb07-5a45-43b6-b5e8-1f0f3a6feb53', '29', '293', 'N304747.54', 'E1082654.98')
('bb8a6554-61be-4800-be3d-2025971efc8a', '03', '026', 'N253958.51', 'E1164430.07')
('bb8a6554-61be-4800-be3d-2025971efc8a', '21', '206', 'N254110.55', 'E1164503.06')
('bcb85e11-a736-461e-a126-c2d0d4234aca', '09', '091', 'N411550.38', 'E0801622.40')
('bcb85e11-a736-461e-a126-c2d0d4234aca', '27', '271', 'N411542.81', 'E0801822.25')
